dci_a,dci_b,severity,description
PRISTINAMYCINE,COLCHICINE,CONTRE_INDICATION,Augmentation des effets indésirables de la colchicine aux conséquences potentiellement fatales.
PRISTINAMYCINE,IMMUNOSUPPRESSEURS,PRECAUTION_EMPLOI,"Augmentation des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme hépatique. Dosage des concentrations sanguines de l'immunosuppresseur, contrôle de la fonction rénale et adaptation de sa posologie pendant l'association et après son arrêt."
PROBENECIDE,ACIDE ACETYLSALICYLIQUE,DECONSEILLEE,Diminution de l’effet uricosurique par compétition de l’élimination de l’acide urique au niveau des tubules rénaux.
PROBENECIDE,DIPROPHYLLINE,PRECAUTION_EMPLOI,Risque de surdosage par augmentation des concentrations plasmatiques de diprophylline (inhibition de sa sécrétion tubulaire Réduire la posologie de diprophylline pendant le traitement par le rénale). probénécide.
PROBENECIDE,METHOTREXATE,CONTRE_INDICATION,Augmentation de la toxicité du méthotrexate : inhibition de la sécrétion tubulaire rénale du méthotrexate par le probénécide.
PROGESTATIFS CONTRACEPTIFS,APREPITANT,PRECAUTION_EMPLOI,"(Sauf stérilet), diminution des concentrations du progestatif, avec risque de moindre efficacité contraceptive. Utiliser de préférence une autre méthode contraceptive, en particulier de type mécanique, pendant la durée de l'association et un cycle suivant."
PROGESTATIFS CONTRACEPTIFS,BOSENTAN,PRECAUTION_EMPLOI,"Risque de diminution de l'efficacité du contraceptif hormonal par augmentation de son métabolisme hépatique. Utiliser une méthode contraceptive fiable, additionnelle ou alternative, pendant la durée de l'association et un cycle suivant."
PROGESTATIFS CONTRACEPTIFS,GRISEOFULVINE,PRECAUTION_EMPLOI,"Risque de diminution de l'efficacité du contraceptif hormonal par augmentation de son métabolisme hépatique. Utiliser une méthode contraceptive fiable, additionnelle ou alternative, pendant la durée de l'association et un cycle suivant."
PROGESTATIFS CONTRACEPTIFS,MILLEPERTUIS,CONTRE_INDICATION,"Diminution des concentrations plasmatiques du contraceptif hormonal, en raison de l'effet inducteur enzymatique du millepertuis, avec risque de baisse d'efficacité voire d'annulation de l'effet dont les conséquences peuvent être éventuellement graves (survenue d'une grossesse)."
PROGESTATIFS CONTRACEPTIFS,PÉRAMPANEL,DECONSEILLEE,"Pour des doses de pérampanel >= 12 mg/jour : Risque de diminution de l’efficacité contraceptive. Utiliser de préférence une autre méthode contraceptive, en particulier de type mécanique."
PROGESTATIFS CONTRACEPTIFS,ULIPRISTAL,DECONSEILLEE,"Dans l'indication contraception d'urgence : Antagonisme des effets de l’ulipristal en cas de reprise d’un - Dans l'indication contraception d'urgence: contraceptif hormonal moins de 5 jours après la prise de la Dans le cas où la (re)prise d’une contraception hormonale est contraception d’urgence. envisagée, utiliser une contraception additionnelle de type mécanique pendant les 12 jours qui suivent la (dernière) prise de l’ulipristal (au cas Dans l’indication fibrome : où il y en aurait eu plus d’une). Antagonisme réciproque des effets de l’ulipristal et du progestatif, avec risque d’inefficacité. - Dans l’indication fibrome : Dans le cas où la (re)prise d’une contraception hormonale est envisagée, utiliser une contraception de type mécanique pendant les 7 premiers jours de la contraception hormonale."
"PROGESTATIFS NON CONTRACEPTIFS, ASSOCIÉS OU NON À UN ESTROGÈNE",BOSENTAN,PRECAUTION_EMPLOI,Risque de diminution de l’efficacité du progestatif. Surveillance clinique et adaptation éventuelle de la posologie du traitement hormonal pendant l’administration du bosentan et après son arrêt.
"PROGESTATIFS NON CONTRACEPTIFS, ASSOCIÉS OU NON À UN ESTROGÈNE",ULIPRISTAL,A_PRENDRE_EN_COMPTE,"Dans l’indication fibrome : Antagonisme réciproque des effets de l’ulipristal et du progestatif, avec risque d’inefficacité."
PROGUANIL,ANTIVITAMINES K,PRECAUTION_EMPLOI,Risque d’augmentation de l’effet de l’antivitamine K et du risque hémorragique. Contrôle plus fréquent de l’INR. Adaptation éventuelle de la posologie de l’antivitamine K pendant le traitement par le proguanil et après son arrêt.
PROGUANIL,HORMONES THYROÏDIENNES,PRECAUTION_EMPLOI,"Risque d’hypothyroïdie clinique chez les patients substitués par hormones thyroïdiennes. Surveillance clinique et biologique. Adaptation, si besoin, de la posologie des hormones thyroïdiennes pendant le traitement par l’antipaludique et après son arrêt."
PROPAFENONE,ABIRATERONE,PRECAUTION_EMPLOI,"Risque d'augmentation des effets indésirables de la propafénone, par diminution de son métabolisme hépatique par l'abiratérone. Surveillance clinique. Si besoin, adaptation de la posologie de la propafénone pendant le traitement par l'abiratérone."
PROPAFENONE,BÊTA-BLOQUANTS,PRECAUTION_EMPLOI,"Troubles de la contractilité, de l'automatisme et de la conduction (suppression des mécanismes sympathiques compensateurs). Surveillance clinique et ECG."
PROPAFENONE,BUPROPION,PRECAUTION_EMPLOI,"Risque d'augmentation des effets indésirables de la propafénone par diminution de son métabolisme hépatique par le bupropion. Surveillance clinique. Si besoin, adaptation de la posologie de la propafénone pendant le traitement par le bupropion."
PROPAFENONE,CINACALCET,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de propafénone avec risque de surdosage, par diminution de son métabolisme Surveillance clinique et réduction de la posologie de la propafénone hépatique par le cinacalcet. pendant le traitement par cinacalcet."
PROPAFENONE,DARIFENACINE,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de propafénone, avec risque de surdosage, par diminution de son métabolisme Surveillance clinique et réduction de la posologie de la propafénone hépatique par la darifénacine. pendant le traitement par darifénacine."
PROPAFENONE,DIGOXINE,PRECAUTION_EMPLOI,"Risque d’augmentation de la digoxinémie, notamment chez le sujet âgé. Surveillance clinique et éventuellement de la digoxinémie pendant le traitement par propafénone et après son arrêt."
PROPAFENONE,DULOXETINE,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de propafénone avec risque de surdosage, par diminution de son métabolisme Surveillance clinique et réduction de la posologie de la propafénone hépatique par la duloxétine. pendant le traitement par la duloxétine et après son arrêt."
PROPAFENONE,ESMOLOL,PRECAUTION_EMPLOI,"Troubles de la contractilité, de l'automatisme et de la conduction (suppression des mécanismes sympathiques compensateurs). Surveillance clinique et ECG."
PROPAFENONE,MILLEPERTUIS,PRECAUTION_EMPLOI,"Diminution des concentrations plasmatiques de la propafénone par augmentation de son métabolisme hépatique par le millepertuis. Surveillance clinique et ECG. S'il y a lieu, adaptation de la posologie de la propafénone pendant l'association et après l'arrêt du millepertuis."
PROPAFENONE,MIRABÉGRON,PRECAUTION_EMPLOI,Augmentation des concentrations plasmatiques de la propafénone par diminution de son métabolisme par le mirabégron. Surveillance clinique et réduction éventuelle de la posologie de la propafénone pendant l'association.
PROPRANOLOL,ERGOTAMINE,PRECAUTION_EMPLOI,"Ergotisme : quelques cas de spasme artériel avec ischémie des extrémités ont été observés (addition d'effets vasculaires). Surveillance clinique renforcée, en particulier pendant les premières semaines de l'association."
PROPRANOLOL,FLUVOXAMINE,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de propranolol par inhibition de son métabolisme hépatique, avec majoration de Surveillance clinique accrue et, si besoin, adaptation de la posologie du l'activité et des effets indésirables, par exemple : bradycardie propranolol pendant le traitement par la fluvoxamine et après son arrêt. importante."
PROPRANOLOL,PHÉNOBARBITAL,A_PRENDRE_EN_COMPTE,Diminution des concentrations plasmatiques du propranolol avec réduction de ses effets cliniques (augmentation de son métabolisme hépatique).
PROPRANOLOL,RIFAMPICINE,A_PRENDRE_EN_COMPTE,Diminution des concentrations plasmatiques et de l'efficacité du bêta-bloquant (augmentation de son métabolisme hépatique).
PYRAZINAMIDE,ISONIAZIDE,PRECAUTION_EMPLOI,Addition des effets hépatotoxiques. Surveillance clinique et biologique.
PYRIMETHAMINE,TRIMETHOPRIME,PRECAUTION_EMPLOI,"Anémie mégaloblastique, plus particulièrement à fortes doses des deux produits (déficit en acide folique par l'association de deux 2-4 Contrôle régulier de l'hémogramme et association d'un traitement par diaminopyrimidines). l'acide folique (injections IM régulières)."
QUINIDINE,ALCALINISANTS URINAIRES,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de la quinidine et risque de surdosage (diminution de l'excrétion rénale de la Surveillance clinique, ECG et éventuellement contrôle de la quinidine par alcalinisation des urines). quinidinémie ; si besoin, adaptation de la posologie pendant le traitement alcalinisant et après son arrêt."
QUINIDINE,COBICISTAT,CONTRE_INDICATION,Risque de majoration des effets indésirables de la quinidine par diminution de son métabolisme par le cobicistat. Surveillance clinique.
QUINIDINE,CODEINE,DECONSEILLEE,Diminution de l’efficacité de l’opiacé par inhibition de son métabolisme par l’inhibiteur.
QUINIDINE,DABIGATRAN,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de dabigatran, avec majoration du risque de saignement. Dans l'indication post-chirurgicale : surveillance clinique et adaptation de la posologie du dabigatran à 150 mg/j en une prise."
QUINIDINE,DIGOXINE,PRECAUTION_EMPLOI,"Augmentation de la digoxinémie par diminution de la clairance rénale de la digoxine. De plus, troubles de l'automatisme Surveillance clinique et ECG. En cas de réponse inattendue, contrôler (bradycardie excessive et troubles de la conduction auriculo- la digoxinémie et adapter la posologie. ventriculaire)."
QUINIDINE,DRONEDARONE,PRECAUTION_EMPLOI,"Risque de bradycardie ou de bloc auriculo-ventriculaire, notamment chez le sujet âgé. Par ailleurs, légère augmentation des Débuter le traitement par la quinidine aux posologies minimales concentrations de dronédarone par diminution de son métabolisme recommandées, et ajuster les doses en fonction de l’ECG. par la quinidine."
QUINIDINE,ITRACONAZOLE,PRECAUTION_EMPLOI,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes, ainsi que d'acouphènes et/ou de diminution de Surveillance clinique. l'acuité auditive (cinchonisme), par diminution du métabolisme hépatique de la quinidine."
QUINIDINE,OMBITASVIR + PARITAPRÉVIR,CONTRE_INDICATION,Augmentation des concentrations plasmatiques de la quinidine par diminution de son métabolisme hépatique par la bithérapie.
QUINIDINE,STIRIPENTOL,PRECAUTION_EMPLOI,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes. Surveillance clinique."
QUININE,DIGOXINE,PRECAUTION_EMPLOI,"Augmentation modérée de la digoxinémie. Surveillance clinique et ECG, si besoin, avec adaptation éventuelle des doses de digoxine."
QUININE,MEFLOQUINE,DECONSEILLEE,Pour la quinine administrée par voie IV : risque majoré de survenue de crises épileptiques par addition des effets proconvulsivants. Respecter un délai minimum de 12 heures entre la fin de l'administration IV de quinine et le début de l'administration de méfloquine.
QUININE,RIFAMPICINE,DECONSEILLEE,Risque de perte de l’efficacité de la quinine par augmentation de son métabolisme hépatique par l’inducteur.
QUINUPRISTINE,DIHYDROERGOTAMINE,CONTRE_INDICATION,Ergotisme avec possibilité de nécrose des extrémités (inhibition du métabolisme hépatique de l'alcaloïde de l'ergot de seigle).
RALTÉGRAVIR,RIFAMPICINE,DECONSEILLEE,"Diminution des concentrations du raltégravir par la rifampicine. Si l’association ne peut être évitée, un doublement de la dose de raltégravir peut être envisagé."
RANOLAZINE,ATORVASTATINE,PRECAUTION_EMPLOI,Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse par inhibition du métabolisme de Utiliser des doses plus faibles d’hypocholestérolémiant ou une autre l'atorvastatine par la ranolazine. statine non concernée par ce type d’interaction.
RANOLAZINE,DIGOXINE,PRECAUTION_EMPLOI,"Augmentation de la digoxinémie. Surveillance clinique, biologique et éventuellement ECG. Adaptation de la posologie de la digoxine, si besoin."
RANOLAZINE,IMMUNOSUPPRESSEURS,PRECAUTION_EMPLOI,"Augmentation des concentrations sanguines de l'immunosuppresseur par inhibition de son métabolisme par la Surveillance clinique et biologique, et adaptation éventuelle de la ranolazine. posologie de l’immunosuppresseur."
RANOLAZINE,RIFAMPICINE,DECONSEILLEE,Diminution très importante des concentrations de ranolazine.
RANOLAZINE,SIMVASTATINE,PRECAUTION_EMPLOI,Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse par inhibition du métabolisme de la Ne pas dépasser la posologie de 20 mg/j de simvastatine ou utiliser une simvastatine par la ranolazine. autre statine non concernée par ce type d’interaction.
REPAGLINIDE,CICLOSPORINE,DECONSEILLEE,Augmentation de plus du double des concentrations du répaglinide par augmentation de son absorption.
REPAGLINIDE,CLARITHROMYCINE,PRECAUTION_EMPLOI,"Risque d'hypoglycémie par augmentation des concentrations plasmatiques du répaglinide. Prévenir le patient, renforcer l'autosurveillance glycémique et adapter éventuellement la posologie de l'hypoglycémiant pendant le traitement par la clarithromycine."
REPAGLINIDE,CLOPIDOGREL,A_PRENDRE_EN_COMPTE,"Augmentation des concentrations du répaglinide par le clopidogrel, avec risque de majoration des effets indésirables."
REPAGLINIDE,DEFERASIROX,DECONSEILLEE,"Risque d’augmentation des concentrations plasmatique de répaglinide, par inhibition de son métabolisme hépatique par le Si l’association ne peut être évitée, surveillance clinique et biologique deferasirox. étroite."
REPAGLINIDE,GEMFIBROZIL,CONTRE_INDICATION,"Risque d'hypoglycémie sévère voire de coma, par augmentation importante des concentrations plasmatiques de repaglinide par le gemfibrozil."
REPAGLINIDE,SELPERCATINIB,DECONSEILLEE,"Augmentation importante des concentrations plasmatiques de répaglinide, avec risque d'hypoglycémie, par diminution du métabolisme du répaglinide par le selpercatinib."
REPAGLINIDE,TRIMETHOPRIME,DECONSEILLEE,"Risque d’augmentation des concentrations plasmatiques de répaglinide par inhibition de son métabolisme hépatique par le Si l’association ne peut être évitée, surveillance clinique et biologique triméthoprime. étroite."
RESERPINE,IMAO IRRÉVERSIBLES,CONTRE_INDICATION,"Agitation psychomotrice, convulsions, hypertension."
RESERPINE,LEVODOPA,CONTRE_INDICATION,Inhibition des effets de la lévodopa.
RÉTINOÏDES,CYCLINES,CONTRE_INDICATION,Risque d'hypertension intracrânienne.
RÉTINOÏDES,VITAMINE A,CONTRE_INDICATION,Risque de symptômes évocateurs d’une hypervitaminose A.
RIBAVIRINE,ANTIPURINES,DECONSEILLEE,"Risque majoré d'effets indésirables graves, par inhibition du métabolisme de l'immunomodulateur par la ribavirine."
RIBAVIRINE,DIDANOSINE,DECONSEILLEE,Risque de majoration de la toxicité mitochondriale de la didanosine par augmentation de son métabolite actif.
RIBAVIRINE,STAVUDINE,PRECAUTION_EMPLOI,"Risque de diminution de l'efficacité de chaque antiviral, par antagonisme compétitif de la réaction de phosphorylation à l'origine Surveillance clinique et biologique régulière, notamment en début des métabolites actifs. d'association."
RIBAVIRINE,ZIDOVUDINE,PRECAUTION_EMPLOI,"Risque de diminution de l'efficacité de chaque antiviral, par antagonisme compétitif de la réaction de phosphorylation à l'origine Surveillance clinique et biologique régulière, notamment en début des métabolites actifs. d'association."
RIFABUTINE,ATOVAQUONE,A_PRENDRE_EN_COMPTE,Diminution modérée des concentrations plasmatiques d'atovaquone par l'inducteur enzymatique.
RIFABUTINE,CLARITHROMYCINE,PRECAUTION_EMPLOI,"Risque d'augmentation des effets indésirables de la rifabutine (uvéites) par augmentation de ses concentrations et de celle de Surveillance clinique et biologique régulière, notamment en début son métabolite actif par la clarithromycine. De plus, augmentation d'association. du métabolisme de la clarithromycine par la rifabutine, avec augmentation des concentrations de son métabolite actif."
RIFABUTINE,COBICISTAT,PRECAUTION_EMPLOI,"Augmentation très importante du métabolite de la rifabutine, avec risque de majoration de sa toxicité (uvéites, neutropénies). Par Réduction de la dose de rifabutine (150 mg 1 jour sur deux). ailleurs, possible diminution des concentrations de cobicistat. Surveillance clinique et biologique régulière, notamment en début d'association."
RIFABUTINE,EFAVIRENZ,PRECAUTION_EMPLOI,"Diminution importante des concentrations de rifabutine, par augmentation de son métabolisme hépatique par l’éfavirenz. Adaptation éventuelle de la posologie de la rifabutine ou de l'éfavirenz Egalement, possibilité de diminution importante des concentrations pendant la durée de l'association. d'éfavirenz par la rifabutine."
RIFAMPICINE,ABIRATERONE,DECONSEILLEE,"Diminution notable des concentrations plasmatiques de l’abiratérone, avec risque de moindre efficacité."
RIFAMPICINE,AFATINIB,PRECAUTION_EMPLOI,Diminution des concentrations plasmatiques de l’afatinib par augmentation de son métabolisme par la rifampicine. Surveillance clinique pendant l’association et 1 à 2 semaines après leur arrêt.
RIFAMPICINE,ALBENDAZOLE,PRECAUTION_EMPLOI,"Diminution importante des concentrations plasmatiques de l’albendazole et de son métabolite actif par l’inducteur, avec risque Surveillance clinique de la réponse thérapeutique et adaptation de baisse de son efficacité. éventuelle de la posologie de l’albendazole pendant le traitement avec l’inducteur enzymatique et après son arrêt."
RIFAMPICINE,ANTIARYTHMIQUES CLASSE IA,PRECAUTION_EMPLOI,"Diminution des concentrations plasmatiques et de l'efficacité de l'antiarythmique (augmentation de son métabolisme hépatique). Surveillance clinique, ECG et éventuellement de la concentration plasmatique de l'antiarythmique. Si besoin, adaptation de la posologie de l'antiarythmique pendant le traitement par la rifampicine et après son arrêt (risque de surdosage en antiarythmique)."
RILPIVIRINE,ANTISÉCRÉTOIRES ANTIHISTAMINIQUES H2,A_PRENDRE_EN_COMPTE,"Risque de diminution des concentrations plasmatiques de la rilpivirine. Si nécessaire, utiliser un antihistaminique H2 actif en une prise par jour, à prendre au moins 12 heures avant, ou au moins 4 heures après."
RILPIVIRINE,DEXAMETHASONE,CONTRE_INDICATION,"Avec la dexaméthasone par voie systémique (sauf en cas de prise unique), risque de diminution des concentrations plasmatiques de rilpivirine par augmentation de son métabolisme hépatique par la dexamethasone."
RILPIVIRINE,MILLEPERTUIS,CONTRE_INDICATION,Risque de diminution des concentrations plasmatiques de rilpivirine par augmentation de son métabolisme hépatique par le millepertuis.
RISPERIDONE,CARBAMAZEPINE,PRECAUTION_EMPLOI,"Risque de diminution de la fraction active de la rispéridone et de son efficacité thérapeutique par augmentation de son métabolisme Surveillance clinique, et si besoin, adaptation posologique de la hépatique par la carbamazépine. rispéridone."
RISPERIDONE,FLUOXETINE,PRECAUTION_EMPLOI,"Augmentation de la fraction active de la rispéridone par diminution de son métabolisme hépatique par la fluoxétine, avec risque de Surveillance clinique et, si besoin, adaptation posologique de la majoration des effets indésirables. rispéridone."
RITONAVIR,CORTICOÏDES,A_PRENDRE_EN_COMPTE,"Décrit chez des patients HIV. Risque d’insuffisance surrénale aiguë, même en cas d’injection Préférer un corticoïde non CYP3A4-dépendant (hydrocortisone) unique. L’articulation peut constituer un réservoir relarguant de façon continue le corticoïde CYP3A4-dépendant dans la circulation générale, avec augmentation possiblement très importante des concentrations du corticoïde à l’origine d’une freination de la réponse hypothalamo-hypophysaire."
RITONAVIR,GLUCOCORTICOÏDES,PRECAUTION_EMPLOI,"Décrit chez des patients HIV. Risque d’insuffisance surrénale aiguë, même en cas d’injection Préférer un corticoïde non CYP3A4-dépendant (hydrocortisone). unique. L’articulation peut constituer un réservoir relarguant de façon continue le corticoïde CYP3A4-dépendant dans la circulation générale, avec augmentation possiblement très importante des concentrations du corticoïde, à l’origine d’une freination de la réponse hypothalamo-hypophysaire."
RIVAROXABAN,FLUCONAZOLE,DECONSEILLEE,"Augmentation des concentrations plasmatiques du rivaroxaban par le fluconazole, avec majoration du risque de saignement."
RIVAROXABAN,RIFAMPICINE,DECONSEILLEE,"Diminution des concentrations plasmatiques de rivaroxaban, avec risque de diminution de l'effet thérapeutique."
ROLAPITANT,COLCHICINE,PRECAUTION_EMPLOI,"Risque d’augmentation des effets indésirables de la colchicine, aux conséquences potentiellement fatales. Surveillance clinique et biologique étroite pendant l’association."
ROLAPITANT,DABIGATRAN,PRECAUTION_EMPLOI,Risque d’augmentation des concentrations plasmatiques du dabigatran par augmentation de son absorption intestinale par le Surveillance clinique et biologique étroite pendant l’association. rolapitant.
ROLAPITANT,DIGOXINE,PRECAUTION_EMPLOI,Augmentation de la digoxinémie par majoration de son absorption. Surveillance clinique et ECG pendant le traitement par le rolapitant et après son arrêt.
ROLAPITANT,METOPROLOL,PRECAUTION_EMPLOI,"Chez l'insuffisant cardiaque, risque d'augmentation des effets indésirables du métoprolol, par diminution de son métabolisme Surveillance clinique. Si besoin, adaptation de la posologie du hépatique par le rolapitant. métoprolol pendant le traitement par le rolapitant."
ROPINIROLE,ANTIVITAMINES K,PRECAUTION_EMPLOI,Augmentation du risque hémorragique. Contrôle plus fréquent de l’INR. Adaptation éventuelle de la posologie de l’antivitamine K pendant le traitement par ropinirole et après son arrêt.
ROPINIROLE,CIPROFLOXACINE,PRECAUTION_EMPLOI,"Augmentation des concentrations de ropinirole avec risque de surdosage, par diminution de son métabolisme hépatique par la Surveillance clinique et réduction éventuelle de la posologie du ciprofloxacine. ropinirole pendant le traitement par la ciprofloxacine et après son arrêt."
ROPINIROLE,ENOXACINE,PRECAUTION_EMPLOI,Augmentation des concentrations plasmatiques de ropinirole avec signes de surdosage par diminution de son métabolisme hépatique. Surveillance clinique et réduction de la posologie du ropinirole pendant le traitement par l'énoxacine et après son arrêt.
ROPINIROLE,FLUVOXAMINE,PRECAUTION_EMPLOI,"Augmentation des concentrations de ropinirole, avec risque de surdosage, par diminution de son métabolisme hépatique par la Surveillance clinique et réduction de la posologie du ropinirole pendant fluvoxamine. le traitement par fluvoxamine et après son arrêt."
ROSUVASTATINE,CICLOSPORINE,CONTRE_INDICATION,"Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, ou de néphrotoxicité, par diminution du métabolisme de la rosuvastatine."
ROSUVASTATINE,DAROLUTAMIDE,DECONSEILLEE,"Augmentation considérable (d’un facteur 5) des concentrations de rosuvastatine avec risque de rhabdomyolyse et/ou de néphrotoxicité, par augmentation de sa biodisponibilité."
ROSUVASTATINE,FOSTAMATINIB,PRECAUTION_EMPLOI,"Doublement moyen des concentrations plasmatiques de la rosuvastatine. Surveillance clinique et biologique, avec adaptation de la posologie de rosuvastatine si nécessaire."
ROSUVASTATINE,FOSTEMSAVIR,PRECAUTION_EMPLOI,Augmentation modérée des concentrations de rosuvastatine. Débuter par la dose minimale de rosuvastatine. Surveillance clinique régulière.
ROXADUSTAT,CALCIUM,PRECAUTION_EMPLOI,"La prise de cation divalent peut diminuer l’absorption intestinale et, potentiellement, l’efficacité du roxadustat pris simultanément. Prendre le roxadustat à distance des sels de calcium (plus de 1 heure, si possible)."
ROXADUSTAT,FER,PRECAUTION_EMPLOI,"La prise de cation divalent peut diminuer l’absorption intestinale et, potentiellement, l’efficacité du roxadustat pris simultanément. Prendre le roxadustat à distance des sels de fer (plus de 1 heure, si possible)."
ROXADUSTAT,GEMFIBROZIL,PRECAUTION_EMPLOI,"Augmentation de l’exposition du roxadustat, par diminution de son métabolisme par le gemfibrozil. Surveillance clinique et biologique (hémoglobine)."
ROXADUSTAT,MAGNÉSIUM,PRECAUTION_EMPLOI,"La prise de cation divalent peut diminuer l’absorption intestinale et, potentiellement, l’efficacité du roxadustat pris simultanément. Prendre le roxadustat à distance des sels de magnésium (plus de 1 heure, si possible)."
ROXADUSTAT,RÉSINES CHÉLATRICES,PRECAUTION_EMPLOI,"La prise de résine chélatrice peut diminuer l’absorption intestinale et, potentiellement, l’efficacité du roxadustat pris simultanément. Prendre le roxadustat à distance de la résine (plus de 1 heure, si possible)."
ROXITHROMYCINE,ATORVASTATINE,PRECAUTION_EMPLOI,Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse. Utiliser des doses plus faibles d’hypocholestérolémiant.
ROXITHROMYCINE,CICLOSPORINE,PRECAUTION_EMPLOI,"Risque d'augmentation des concentrations sanguines de ciclosporine et de la créatininémie. Dosage des concentrations sanguines de la ciclosporine, contrôle de la fonction rénale et adaptation de la posologie pendant l'association et après l'arrêt du macrolide."
ROXITHROMYCINE,MIDAZOLAM,A_PRENDRE_EN_COMPTE,Majoration légère de la sédation.
RUFINAMIDE,ESTROPROGESTATIFS CONTRACEPTIFS,PRECAUTION_EMPLOI,"Diminution de l’efficacité contraceptive par augmentation du métabolisme hépatique du contraceptif hormonal par le rufinamide. Utiliser une méthode additionnelle de type mécanique (préservatif) pendant la durée de l’association, et un cycle suivant l’arrêt du rufinamide."
RUFINAMIDE,VALPROMIDE,PRECAUTION_EMPLOI,"Possible augmentation des concentrations de rufinamide, notamment chez l’enfant de moins de 30 kg. Chez l’enfant de moins de 30 kg : ne pas dépasser la dose totale de 600 mg/j après la période de titration."
SACITUZUMAB,RIFAMPICINE,A_PRENDRE_EN_COMPTE,"Pour le SN38 lié au sacizutumab (govitécan) : risque de diminution de son exposition, par augmentation de son métabolisme."
SALMETEROL,ITRACONAZOLE,A_PRENDRE_EN_COMPTE,Augmentation importante des concentrations de salmétérol par diminution de son métabolisme hépatique par l'itraconazole.
SALMETEROL,KETOCONAZOLE,A_PRENDRE_EN_COMPTE,Augmentation importante des concentrations de salmétérol par diminution de son métabolisme hépatique par le kétoconazole.
SALMETEROL,OMBITASVIR + PARITAPRÉVIR,CONTRE_INDICATION,Risque d’augmentation des concentrations de salmétérol.
SELEXIPAG,CLOPIDOGREL,PRECAUTION_EMPLOI,Risque d’augmentation des effets indésirables du sélexipag par diminution de son métabolisme. Surveillance clinique étroite pendant l’association. Réduire de moitié la posologie (une seule prise par jour).
SELEXIPAG,DEFERASIROX,PRECAUTION_EMPLOI,Risque d’augmentation des effets indésirables du sélexipag par diminution de son métabolisme. Surveillance clinique étroite pendant l’association. Réduire de moitié la posologie (une seule prise par jour).
SELPERCATINIB,HORMONES THYROÏDIENNES,PRECAUTION_EMPLOI,"Risque de moindre efficacité de la supplémentation en lévothyroxine par baisse de la conversion de T4 en T3 en cas de Surveillance clinique et biologique, et adjonction éventuelle de traitement par selpercatinib. liothyronine au traitement par la lévothyroxine."
SELPERCATINIB,REPAGLINIDE,DECONSEILLEE,"Augmentation importante des concentrations plasmatiques de répaglinide, avec risque d'hypoglycémie, par diminution du métabolisme du répaglinide par le selpercatinib."
SERTRALINE,PAMPLEMOUSSE,DECONSEILLEE,Augmentation parfois importante des concentrations de l’antidépresseur chez certains patients par diminution de son métabolisme intestinal.
SERTRALINE,PIMOZIDE,CONTRE_INDICATION,"Risque majoré de troubles du rythme ventriculaire, notamment de torsades de pointes."
SÉTRONS,APOMORPHINE,CONTRE_INDICATION,Des hypotensions sévères et des pertes de connaissance ont été rapportées lors de l’association d’un sétron avec l’apomorphine.
SILDENAFIL,JOSAMYCINE,PRECAUTION_EMPLOI,"Augmentation des concentrations plasmatiques de sildénafil, avec risque d'hypotension. Débuter le traitement par sildénafil à la dose minimale en cas d'association avec la josamycine."
SILDENAFIL,OMBITASVIR + PARITAPRÉVIR,CONTRE_INDICATION,Augmentation des concentrations plasmatiques du sildénafil par diminution de son métabolisme hépatique par la bithérapie.
SIMVASTATINE,AMIODARONE,PRECAUTION_EMPLOI,Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de la Ne pas dépasser la posologie de 20 mg/j de simvastatine ou utiliser une simvastatine). autre statine non concernée par ce type d’interaction.
SIMVASTATINE,AMLODIPINE,PRECAUTION_EMPLOI,Risque majoré d’effets indésirables (dose-dépendants) à type de rhabdomyolyse (diminution du métabolisme hépatique de Ne pas dépasser la posologie de 20 mg/j de simvastatine ou utiliser une l’hypocholestérolémiant). autre statine non concernée par ce type d’interaction.
SIMVASTATINE,APALUTAMIDE,DECONSEILLEE,"Risque de diminution très importante des concentrations de la simvastatine, et perte d‘efficacité, par augmentation de son métabolisme hépatique par l’apalutamide."
SIMVASTATINE,AZITHROMYCINE,PRECAUTION_EMPLOI,"Risque majoré d'effets indésirables (concentration-dépendants) à type de rhabdomyolyse, par diminution du métabolisme hépatique Utiliser des doses plus faibles d’hypocholestérolémiant ou une autre de l'hypocholestérolémiant. statine non concernée par ce type d’interaction."
SIMVASTATINE,CARBAMAZEPINE,DECONSEILLEE,"Diminution importante des concentrations plasmatiques de simvastatine, par augmentation de son métabolisme hépatique."
